SO Number,Date,Installation Complete,Machine Details,SerialNumber,CustomerName,Location,Region,ponumber,Ressubassembly,Resassembly,Res QA,Res Dispatch,Invoice Date,Invoice Number,Dispatch File,REMARKS,IncoTerms,SO_Date,PO_Date
6803002853,08-Feb-19,Out Of Warranty,BIS,BISH0119067,ACG PAM-PAC,Pune,West,6110317559,Raju Jadhav / Ravi Rathod,Shankar Jha,Rupesh,BUNTY KUNDAPUR,11-Feb-19,DO1890000365,,NA,NA,15-Jan-19,06-Jan-19
6803002854,30-Jan-19,Out Of Warranty,BIS,BISH0119061,ACG Pam-Pac,Pune,West,6110318006,Ravi,Shankar Jha,NP,BUNTY,31-Jan-19,DO1890000357,,NA,NA,15-Jan-19,10-Jan-19
6803002855,30-Jan-19,Out Of Warranty,BIS,BISH0119062,ACG Pam-Pac,Pune,West,6110317102,Joldan Tuscano,Shankar Jha,NP,BUNTY KUNDAPUR,31-Jan-19,DO1890000356,,NA,NA,15-Jan-19,10-Jan-19
6803002857,30-Jan-19,Out Of Warranty,BIS,BISH0119066,ACG Pam-Pac,Pune,West,6110317029,Ravi Rathod,Shankar Jha,Rupesh,BUNTY KUNDAPUR,31-Jan-19,DO1890000353,,NA,NA,15-Jan-19,31-Dec-18
6803002857,30-Jan-19,Out Of Warranty,BIS,BISH0119065,ACG Pam-Pac,Pune,West,6110317029,Ravi Rathod,Shankar Jha,Rupesh,BUNTY KUNDAPUR,31-Jan-19,DO1890000353,,NA,NA,15-Jan-19,31-Dec-18
6803002857,30-Jan-19,Out Of Warranty,BIS,BISH0119064,ACG Pam-Pac,Pune,West,6110317029,Ravi Rathod,Shankar Jha,Rupesh,BUNTY KUNDAPUR,31-Jan-19,DO1890000353,,NAN,NA,15-Jan-19,31-Dec-18
6803002858,30-Jan-19,Out Of Warranty,2BPO,CISH0119039,ACG Pam-Pac,Pune,West,6110317030,Joldan Tuscano,Shankar Jha,Rupesh,BUNTY KUNDAPUR,31-Jan-19,DO1890000355,,NA,NA,15-Jan-19,31-Dec-18
6803002858,30-Jan-19,Out Of Warranty,2BPO,CISH0119038,ACG Pam-Pac,Pune,West,6110317030,Joldan Tuscano,Shankar Jha,Rupesh,BUNTY KUNDAPUR,31-Jan-19,DO1890000355,,NA,NA,15-Jan-19,31-Dec-18
6803002858,30-Jan-19,Out Of Warranty,2BPO,CISH0119037,ACG Pam-Pac,Pune,West,6110317030,Joldan Tuscano,Shankar Jha,Rupesh,BUNTY KUNDAPUR,31-Jan-19,DO1890000355,,NA,NA,15-Jan-19,31-Dec-18
6803002859,30-Jan-19,Out Of Warranty,BIS,BISH0119063,ACG Pam-Pac,Pune,West,6110317034,Ravi Rathod,Shankar Jha,NP,BUNTY,31-Jan-19,DO1890000354,,NA,NA,15-Jan-19,01-Jan-19
6803002860,15-Feb-19,Out Of Warranty,BPO C++,CISH0219040,ESKAYEF BANGLA,Bangladesh,ROW,DC DAK900214,Ravi Rathod,Shankar Jha,Rupesh,BUNTY,25-Feb-19,681000029,,NA,NA,15-Jan-19,07-Jan-19
6803002861,16-Apr-19,Out Of Warranty,TE_V3,CS160419001,OCTOBER PHARMA,EGYPT,ROW,1240/2018,YOGENDRA P,CHETAN JADHAV,Bharat Rathod,Jairaj,18-Jun-19,681000068,,NA,NA,15-Jan-19,31-Jul-18
6803002861,16-Apr-19,Out Of Warranty,CPIRVS,CPIRVS0419001,OCTOBER PHARMA,EGYPT,ROW,12407/2018,YOGENDER,CHETAN JADHAV,Bharat Rathod,Jairaj,18-Jun-19,681000068,,NA,NA,15-Jan-19,31-Jul-18
6803002865,13-Feb-19,Out Of Warranty,SBC,VFTH0219096,AJANTA,Aurangabad,West,4500006879,Chetan Patil,Sudhir Sane,NP,BUNTY,27-Mar-19,DO1890000419,,NA,NA,18-Jan-19,03-Jan-19
6803002869,14-Mar-19,Out Of Warranty,AFC,PCCH0319099,ACGIS,EUROPE,EU/RU,PHARMCONCEPT/RUSSIA/043-,CHETAN PATIL,AKSHAY SANKPAL,NP,BUNTY KUNDAPUR,05-Mar-19,DO1890000388,,NA,NA,28-Jan-19,19-Nov-18
6803002869,14-Mar-19,Out Of Warranty,AFC,PCCH0319098,ACGIS,EUROPE,EU/RU,PHARMCONCEPT/RUSSIA/043-,CHETAN PATIL,AKSHAY SANKPAL,BHARAT RATHOD,BUNTY KUNDAPUR,23-Mar-19,681000045,,NA,NA,28-Jan-19,26-Nov-18
6803002869,16-Mar-19,Out Of Warranty,CPIR VS,CPIRVS0319011,PHARMCONCEPT,RUSSIA,EU/RU,PHARMCONCEPT/RUSSIA/043-,YOGENDRA P,CHETAN JADHAV/GILBERT,Nikhil Patel,Jairaj,25-Mar-19,681000045,,NA,NA,28-Jan-19,26-Nov-18
6803002869,19-Mar-19,Out Of Warranty,KIOSK PALLET,VFTH0319118,PHARMCONCEPT,RUSSIA,EU/RU,PHARMCONCEPT/RUSSIA/043-,YOGENDRA P,CHETAN JADHAV/GILBERT,,,,,,,,28-Jan-19,26-Nov-18
6803002869,19-Mar-19,Out Of Warranty,KIOSK PALLET,VFTH0319117,PHARMCONCEPT,RUSSIA,EU/RU,PHARMCONCEPT/RUSSIA/043-,YOGENDRA P,CHETAN JADHAV/GILBERT,,,,,,,,28-Jan-19,26-Nov-18
6803002871,30-Jan-19,Out Of Warranty,PALLET,VFTH0119093,AMNEAL,USA (BROOKHAVEN),USA,AMNEAL (PS) PO 68799,Chetan Patil,BISWAJIT BEHERA,NP,BUNTY KUNDAPUR,31-Jan-19,681000026,,NA,NA,29-Jan-19,11-Jan-19
6803002871,30-Jan-19,Out Of Warranty,CPIR - XL,VFSH0918008,AMNEAL,USA (BROOKHAVEN),USA,AMNEAL (PS) PO 68799,Chetan Patil,BISWAJIT BEHERA,NP,BUNTY KUNDAPUR,26-Sep-18,CO1894000020,,NA,NA,29-Jan-19,11-Jan-19
6803002871,31-Jan-19,Out Of Warranty,AFC,PCCH0119083,AMNEAL,USA (BROOKHAVEN),USA,AMNEAL (PS) PO 68799,Chetan Patil,BISWAJIT BEHERA,NP,BUNTY KUNDAPUR,,,,,,29-Jan-19,11-Jan-19
6803002872,11-Mar-19,Out Of Warranty,BIS WITH LIDDING FOIL,BISH0319078,MICRO LABS,GOA,West,3020036309,CHETAN PATIL,CHETAN DIXIT,Rupesh,Bunty Kundapur,15-Mar-19,DO1890000404,,NA,NA,30-Jan-19,14-Jan-19
6803002877,08-Feb-19,Out Of Warranty,BIS,BISH0219069,Delta Biopharm,Goregaon east,West,PO/Delta/CHN/312/2018-19,Raju Jadhav/ Ravi Rathod,Shankar Jha,Rupesh,BUNTY,19-Feb-19,DO1890000373,,NA,NA,31-Jan-19,09-Jan-19
6803002877,08-Feb-19,Out Of Warranty,BIS,BISH0219070,Delta BioPharma,Goregaon East,West,PO/Delta/CHN/312/2018-19,Raju Jadhav / Ravi Rathod,Shankar Jha,Rupesh,BUNTY K,19-Feb-19,DO1890000373,,NA,NA,31-Jan-19,09-Jan-19
6803002879,18-Feb-19,Out Of Warranty,BIS,BISH0219072,Pam-Pac(Caplin),Pune,West,6110319880,Aniket/Ravi,Shankar Jha,Rupesh,BUNTY,25-Feb-19,DO1890000379,,NA,NA,05-Feb-19,25-Jan-19
6803002880,19-Feb-19,Out Of Warranty,BIS,BISH0219073,Pam-Pac(LA),Pune,West,6110319817,Ravi/Aniket,Shankar Jha,Rupesh,BUNTY KUNDAPUR,20-Feb-19,DO1890000376,,NA,NA,05-Feb-19,24-Jan-19
6803002881,19-Feb-19,Out Of Warranty,BIS,BISH0219074,Pam-Pac(Alkem),Pune,West,6110320211,Ravi/Aniket,Shankar Jha,Rupesh,BUNTY KUNDAPUR,20-Feb-19,DO1890000377,,NA,NA,06-Feb-19,05-Feb-19
6803002882,19-Feb-19,Out Of Warranty,BIS For BQS,BISH0219075,Pam-Pac(PSA),Pune,West,6110319824,Ravi / Aniket,Shankar Jha,Rupesh,BUNTY KUNDAPUR,20-Feb-19,DO1890000374,,NA,NA,06-Feb-19,24-Jan-19
6803002884,28-Feb-19,Out Of Warranty,PALLET,VFTH0219108,AUROLIFE,USA,USA,AUROLIFE,Chetan Patil,Sudhir Sane,BHARAT RATHOD,BUNTY KUNDAPUR,28-Feb-19,681000031,,NA,NA,07-Feb-19,06-Feb-19
6803002884,28-Feb-19,Out Of Warranty,PALLET,VFTH0219107,AUROLIFE,USA,USA,AUROLIFE,Chetan Patil,Sudhir Sane,BHARAT RATHOD,BUNTY KUNDAPUR,28-Feb-19,681000031,,NA,NA,07-Feb-19,06-Feb-19
6803002884,28-Feb-19,Out Of Warranty,PALLET,VFTH0219106,AUROLIFE,USA,USA,AUROLIFE,Chetan Patil,Sudhir Sane,BHARAT RATHOD,BUNTY KUNDAPUR,28-Feb-18,681000031,,NA,NA,07-Feb-19,06-Feb-19
6803002884,28-Feb-19,Out Of Warranty,PALLET,VFTH0219105,AUROLIFE,USA,USA,AUROLIFE,Chetan Patil,Sudhir Sane,BHARAT RATHOD,BUNTY KUNDAPUR,28-Feb-19,681000031,,NA,NA,07-Feb-19,06-Feb-19
6803002884,28-Feb-19,Out Of Warranty,LIS,VFPH0219032,Aurolife,USA,USA,Aurolife,CHETAN PATIL,BISWAJIT BEHERA,BHARAT RATHOD,BUNTY KUNDAPUR,28-Feb-19,681000031,,NA,NA,07-Feb-19,06-Feb-19
6803002884,28-Feb-19,Out Of Warranty,LIS,VFPH0219031,Aurolife,USA,USA,Aurolife,CHETAN PATIL,BISWAJIT BEHERA,BHARAT RATHOD,BUNTY KUNDAPUR,28-Feb-19,681000031,,NA,NA,07-Feb-19,06-Feb-19
6803002884,28-Feb-19,Out Of Warranty,LIS,VFPH0219030,Aurolife,USA,USA,Aurolife,CHETAN PATIL,BISWAJIT BEHERA,BHARAT RATHOD,BUNTY KUNDAPUR,28-Feb-19,681000031,,NA,NA,07-Feb-19,06-Feb-19
6803002884,28-Feb-19,Out Of Warranty,LIS,VFPH0219029,Aurolife,USA,USA,Aurolife,CHETAN PATIL,BISWAJIT BEHERA,BHARAT RATHOD,BUNTY KUNDAPUR,28-Feb-19,681000031,,NA,NA,07-Feb-19,06-Feb-19
6803002884,05-Mar-19,Out Of Warranty,360 deg inspection,360H0319016,AUROLIFE,USA,USA,AUROLIFE,Chetan Patil,BISWAJIT BEHERA AND GILBERT PEREIRA,NP,BUNTY KUNDAPUR,11-Mar-19,681000036,,NA,NA,07-Feb-19,06-Feb-19
6803002884,05-Mar-19,Out Of Warranty,360 deg inspection,360H0319015,AUROLIFE,USA,USA,AUROLIFE,Chetan Patil,BISWAJIT BEHERA AND GILBERT PEREIRA,NP,BUNTY KUNDAPUR,11-Mar-19,681000036,,NA,NA,07-Feb-19,06-Feb-19
6803002884,05-Mar-19,Out Of Warranty,360 deg inspection,360H0319014,AUROLIFE,USA,USA,AUROLIFE,Chetan Patil,BISWAJIT BEHERA AND GILBERT PEREIRA,NP,BUNTY KUNDAPUR,11-Mar-19,681000036,,NA,NA,07-Feb-19,06-Feb-19
6803002884,05-Mar-19,Out Of Warranty,360 deg inspection,360H0319013,AUROLIFE,USA,USA,AUROLIFE,Chetan Patil,BISWAJIT BEHERA AND GILBERT PEREIRA,BHARAT RATHOD,BUNTY KUNDAPUR,11-Mar-19,681000036,,NA,NA,07-Mar-19,06-Feb-19
6803002885,20-Apr-19,Out Of Warranty,CPIRVS,CPIRVS0419002,MEDIZEN PHARMA,EGYPT,ROW,11237-2018,CHETAN PATIL,GILBERT,Bharat Rathod,BUNTY KUNDAPUR,27-May-19,681000062,,NA,NA,07-Feb-19,15-Jan-19
6803002893,11-Mar-19,Out Of Warranty,CPIR XL,VFSH0319053,ACGIS,EUROPE,EU/RU,EUP06731000016AVVARUS-,Kondiba Shinde,AKSHAY SANKPAL,NIKHIL,BUNTY KUNDAPUR,23-Mar-19,681000047,,NA,NA,14-Feb-19,14-Feb-19
6803002893,14-Mar-19,Out Of Warranty,AFC,PCCH0319101,ACGIS,EUROPE,EU/RU,EUP06731000016Avvarus-,CHETAN PATIL,AKSHAY SANKPAL,BHARAT RATHOD,,,,,,,14-Feb-19,14-Feb-19
6803002893,14-Mar-19,Out Of Warranty,AFC,PCCH0319100,ACGIS,EUROPE,EU/RU,EUP06731000016AVVARUS-,CHETAN PATIL,AKSHAY SANKPAL,BHARAT RATHOD,BUNTY KUNDAPUR,23-Mar-19,681000047,,NA,NA,14-Feb-19,14-Feb-19
6803002893,17-Mar-19,Out Of Warranty,CPIR NANO,VFSHN0319007,AVVARUS,RUSSIA,EU/RU,EU PO - 6731000016,Chetan Patil,AKSHAY SANKPAL,BHARAT RATHOD,BUNTY KUNDAPUR,23-Mar-19,681000047,,NA,NA,14-Feb-19,14-Feb-19
6803002893,20-Mar-19,Out Of Warranty,AFC,PCCH0319110,ACGIS,RUSSIA,EU/RU,EU PO 6731000016 Avvarus-,CHETAN PATIL,AKSHAY,BHARAT RATHOD,BUNTY KUNDAPUR,12-Mar-19,681000047,,NA,NA,14-Feb-19,14-Feb-19
6803002893,20-Mar-19,Out Of Warranty,AFC,PCCH0319109,ACGIS,RUSSIA,EU/RU,EU PO 6731000016 Avvarus-,CHETAN PATIL,AKSHAY,BHARAT RATHOD,BUNTY KUNDAPUR,23-Mar-19,681000047,,NA,NA,14-Feb-19,14-Feb-19
6803002893,20-Mar-19,Out Of Warranty,AFC,PCCH0319108,ACGIS,RUSSIA,EU/RU,EU PO 6731000016 Avvarus-,CHETAN PATIL,AKSHAY,BHARAT RATHOD,BUNTY KUNDAPUR,23-Mar-19,681000047,,NA,NA,14-Feb-19,14-Feb-19
6803002894,21-Feb-19,Out Of Warranty,2BPO,CISH0219041,ACG Pam-Pac,Pune,West,6110319264,Ravi Rathod,Shankar Jha,Rupesh,BUNTY,28-Feb-19,DO1890000383,,NA,NA,15-Feb-19,21-Jan-19
6803002895,18-Apr-19,Out Of Warranty,BIS_BL,BISH0419003,TORRENT PHARMA,BADDI,North,4800032608,CHETAN PATIL,VIVIAN PINTO,Rupesh,BUNTY KUNDAPUR,19-Apr-19,DO1990000006,,NA,NA,22-Feb-19,12-Feb-19
6803002897,08-Mar-19,Out Of Warranty,BIS,BISH0319077,FARAN SHIMI,IRAN,ROW,010R4-001/2017-18,CHETAN PATIL,CHETAN DIXIT,Rupesh,Bunty Kundapur,11-Mar-19,681000035,,NA,NA,22-Feb-19,29-Nov-18
6803002900,23-Apr-20,In Warranty,LIS,VFPH0420001,ACGNA,USA,USA,CARNEGIE,YOGENDRA,AKSHAY,Rupesh,BUNTY KUNDAPR,27-Apr-20,681000148,,NA,NA,28-Feb-19,28-Feb-19
6803002906,14-Mar-19,Out Of Warranty,3BPO,CISH0319043,SHARON BIOMED.,DEHRADHUN,North,SDN/1819/POS/CGD/00022,CHETAN PATIL,CHETAN DIXIT,Rupesh,BUNTY,15-Mar-19,DO1890000403,,NA,NA,08-Mar-19,07-Feb-19
6803002910,16-Mar-19,Out Of Warranty,BIS,BISH0319080,ACGINA,"NEW JERSEY, USA",USA,ACG NA 4520017144,CHETAN PATIL,CHETAN DIXIT,Rupesh,BUNTY,19-Mar-19,681000040,,NA,NA,14-Mar-19,01-Feb-19
6803002912,22-Apr-19,Out Of Warranty,Kiosk (scanner based collation),VFTH0419001,LUPIN LTD.,pune,West,3400123242,AKSHAY,DEEP,Bharat Rathod,BUNTY,26-Apr-19,DO1990000013,,NA,NA,15-Mar-19,26-Feb-19
6803002912,22-Apr-19,Out Of Warranty,Kiosk(Pallet),VFTH0219098,LUPIN LTD.,pune,West,3400123242,AKSHAY,DEEP,Bharat Rathod,Jairaj,26-Apr-19,DO1990000013,,NA,NA,15-Apr-19,26-Feb-19
6803002912,22-Apr-19,Out Of Warranty,CPIR XL,VFSH0419001,LUPIN LTD.,pune,West,3400123242,AKSHAY,DEEP,,,,,,,,15-Mar-19,26-Feb-19
6803002912,22-Apr-19,Out Of Warranty,AFC,PCCH0419001,LUPIN LTD.,pune,West,3400123242,AKSHAY,DEEP,Bharat,BUNTY,26-Apr-19,DO1990000013,,NA,NA,15-Mar-19,26-Feb-19
6803002914,22-Mar-19,Out Of Warranty,CPIR VS,CPIRVS0319010,SAVVY PHARMA,JORDAN,ROW,PO-011-001059,YOGENDRA P,CHETAN JADHAV/GILBERT,BHARAT RATHOD,BUNTY KUNDAPUR,25-Mar-19,681000050,,NA,NA,15-Mar-19,27-Jan-19
6803002915,18-Mar-19,Out Of Warranty,BIS_UPGRADATION,BISH0319081,SWISS PHARMA,NIGERIA,ROW,4500004583,CHETAN PATIL,CHETAN DIXIT,Rupesh,BUNTY,681000057,25.04.2019,,NA,Paid,15-Mar-19,21-Feb-19
6803002924,08-Apr-19,Out Of Warranty,2BPO C++,CISH0419001,ALKEM,DAMAN,West,4530031385,CHETAN PATIL,VIVIAN PINTO,Rupesh,Bunty Kundapur,16-Apr-19,DO1990000004,,na,na,20-Apr-19,05-Mar-19
6803002924,23-Apr-19,Out Of Warranty,2BPO C++,CISH0419002,ALKEM,DAMAN,West,4530031385,CHETAN PATIL,VIVIAN PINTO,Rupesh,Jairaj,26-Apr-19,DO1990000012,,NA,NA,20-Mar-19,05-Mar-19
6803002926,17-Apr-19,Out Of Warranty,BIS,BISH0419002,IPCA LABS,SIKKIM,East,CR1800025,CHETAN PATIL,VIVIAN PINTO,Rupesh,Jairaj,23-Apr-19,DO1990000008,,NA,NA,22-Mar-19,16-Nov-18
6803002926,17-Apr-19,Out Of Warranty,BIS,BISH0419001,IPCA LABS,SIKKIM,East,CR1800025,CHETAN PATIL,VIVIAN PINTO,Rupesh,Jairaj,23-Apr-19,DO1990000008,,NA,NA,22-Mar-19,16-Nov-18
6803002932,09-May-19,Out Of Warranty,BIS_BL,BISH0519005,MICRO LABS,GOA,West,3020037539,CHETAN PATIL,VIVIAN PINTO,Rupesh,BUNTY KUNDAPUR,30-May-19,DO1990000030,,NA,NA,29-Mar-19,16-Mar-19
6803002936,08-Jun-19,Out Of Warranty,BIS OEM BS30,BISH0619012,RENATA,BANGLADESH,ROW,421010827582-L,CHETAN PATIL,VIVIAN PINTO,Rupesh,Jairaj,17-Jun-19,681000067,,NA,NA,05-Apr-19,02-Apr-19
6803002936,08-Jun-19,Out Of Warranty,BIS_OEM (BS30),BISH0619011,RENATA,BANGLADESH,ROW,421010827582-L,CHETAN PATIL,VIVIAN PINTO,Rupesh,Jairaj,17-Jun-19,681000067,,NA,NA,05-Apr-19,02-Apr-19
6803002946,11-May-19,Out Of Warranty,BIS FOR BQS,BISH0519008,PAM- LA RENON,PUNE,West,6110323753,CHETAN PATIL,VIVIAN PINTO,Rupesh,BUNTY KUNDAPUR,27-May-19,DO1990000025,,NA,NA,23-Apr-19,16-Apr-19
6803002950,29-Apr-19,Out Of Warranty,BIS,BISH0419004,ACG PAM-PAC,PUNE,West,6110323939,CHETAN PATIL,VIVIAN PINTO,Rupesh,Jairaj,03-May-19,DO1990000015,,NA,NA,23-Apr-19,18-Apr-19
6803002953,15-May-19,Out Of Warranty,KIOSK (PALLET),VFTH0519003,FKOL,Baddi,North,3100083444,AKSHAY,DEEP,BHARAT RATHOD,Jairaj,27-Jun-19,DO1990000050,,NA,NA,25-Apr-19,10-Apr-19
6803002953,15-May-19,Out Of Warranty,Kiosk (scanner based collation),VFTH0519002,FKOL,Baddi,North,3100083444,AKSHAY,DEEP,BHARAT RATHOD,Jairaj,26-Jun-19,DO1990000050,,NA,NA,25-Apr-19,10-Apr-19
6803002953,17-May-19,Out Of Warranty,KIOSK (REWORK STATION),VFTH0519004,FKOL,Baddi,North,3100083444,AKSHAY,DEEP,BHARAT RATHOD,Jairaj,26-Jun-19,DO1990000050,,NA,NA,25-Apr-19,10-Apr-19
6803002953,17-May-19,Out Of Warranty,Tamper Evident V5,CS170519001,FKOL,Baddi,North,3100083444,AKSHAY,BISWAJIT B,BHARAT RATHOD,Jairaj,26-Jun-19,DO1990000049,,NA,NA,25-Apr-19,10-Apr-19
6803002954,26-Jun-19,Out Of Warranty,TE_V5,CS170619003,MEDREICH,BANGLORE,South,4550008972,CHETAN PATIL,BISWAJIT BEHERA,BHARAT RATHOD,BUNTY KUNDAPUR,27-Jun-19,DO1990000057,,NA,NA,25-Apr-19,17-Apr-19
6803002955,11-May-19,Out Of Warranty,BIS FOR MINIBLISS,BISH0519006,ACGNA,USA,USA,6110324107,CHETAN PATIL,VIVIAN PINTO,Rupesh,BUNTY KUNDAPUR,27-May-19,DO1990000026,,NA,NA,26-Apr-19,22-Apr-19
6803002956,11-May-19,Out Of Warranty,BIS FOR MINIBLISS,BISH0519007,PAM-GENUS PHARM,USA,USA,6110324108,CHETAN PATIL,VIVIAN PINTO,Rupesh,BUNTY KUNDAPUR,27-May-19,DO1990000027,,NA,NA,26-Apr-19,22-Apr-19
6803002958,28-May-19,Out Of Warranty,BIS OEM BS30,BISH0519010,BUCHON KOREA,SOUTH KOREA,ROW,PO-WD294-201904-01,CHETAN PATIL,VIVIAN PINTO,Rupesh,BUNTY KUNDAPUR,04-Jun-19,681000064,,NA,NA,30-Apr-19,24-Apr-19
6803002966,11-Jun-19,Out Of Warranty,2BPO C++,CISH0619005,GALPHA,BADDI,North,NP/20192020/12,CHETAN PATIL,VIVIAN PINTO,Rupesh,Jairaj,14-Jun-19,DO1990000040,,To Be sent through Flight,Paid by Customer,07-May-19,26-Apr-19
6803002967,20-Jun-19,Out Of Warranty,TEV5- CS17,CS170619002,GALPHA,BADDI,North,NP/20192020/11,YPGENDRA PATEL,GILBERT PEREIRA,BHARAT RATHOD,BUNTY KUNDAPUR,26-Jun-19,DO1990000049,,NA,NA,08-May-19,26-May-19
6803002969,17-Jun-19,Out Of Warranty,BIS_BL,BISH0619014,PAM (ACE BRIGHT,PUNE,West,6110324468,CHETAN PATIL,VIVIAN PINTO,BHARAT,Jairaj,26-Jun-19,DO1990000053,,NA,NA,10-Jun-19,03-May-19
6803002973,16-Aug-19,Out Of Warranty,BIS_B,BISH0819030,MEDLEY PHARMA,DAMAN,West,4800000048,CHETAN PATIL,VIVIAN PINTO,Nikhil Patel,BUNTY KUNDAPUR,28-Aug-19,DO1990000110,,NA,NA,15-May-19,30-Apr-19
6803002974,28-May-19,Out Of Warranty,2BPO C++,CISH0519004,ACG PAM(BLISS G,PUNE,West,6110324467,CHETAN PATIL,VIVIAN PINTO,Rupesh,BUNTY KUNDAPUR,11-Jun-19,DO1990000037,,NA,NA,15-May-19,03-May-19
6803002979,25-Jul-19,Out Of Warranty,TE V5,CS170719006,MEDREICH,BANGALORE,South,4550009026,YOGENDRA,Akshay,Rupesh Dhawane,BUNTY KUNDAPUR,30-Jul-19,DO1990000084,,NA,NA,17-May-19,10-May-19
6803002980,12-Jun-19,Out Of Warranty,CPIR XL,VFSH0619002,ACGNA GENUS,USA,USA,6931000035,YOGENDRA,Akshay,BHARAT RATHOD,Jairaj,26-Jun-19,681000069,,NA,NA,17-May-19,11-May-19
6803002984,24-Jun-19,Out Of Warranty,BIS_B,BISH0619016,DISHMAN (PAM),PUNE,West,6110324952,CHETAN PATIL,VIVIAN PINTO,Rupesh,Jairaj,27-Jun-19,DO1990000056,,NA,NA,24-May-19,18-May-19
6803002985,17-Jun-19,Out Of Warranty,BIS,BISH0619015,PAM(GLENMARK,PUNE,West,6110325082,CHETAN PATIL,VIVIAN PINTO,Rupesh,Jairaj,27-Jun-19,DO1990000054,,NA,NA,24-May-19,23-May-19
6803002987,10-Jul-19,Out Of Warranty,1BPO C++,CISH0719009,NOVARTIS,BANGLADESH,ROW,LC NO 421010832585-G,CHETAN PATIL,VIVIAN PINTO,Rupesh Dhawane,BUNTY KUNDAPUR,23-Jul-19,681000075,,NA,NA,03-Jun-19,11-Apr-19
6803002988,05-Aug-19,Out Of Warranty,2BPO C++,CISH0819016,MICRO LABS,BANGALORE,South,3020038672,CHETAN PATIL,VIVIAN PINTO,Nikhil Patel,BUNTY KUNDAPUR,23-Aug-19,DO1990000099,,NA,NA,04-Jun-19,18-May-19
6803002993,17-Jun-19,Out Of Warranty,BIS_B,BISH0619013,TRISTAR(PAM-PAC,PUNE,West,6110325415,CHETAN PATIL,VIVIAN PINTO,Rupesh,Jairaj,18-Jun-19,DO1990000043,,NA,NA,11-Jun-19,04-Jun-19
6803002997,04-Jul-19,Out Of Warranty,BIS_BL,BISH0719017,MEDOPHARM,CHENNAI,South,MPL/1920/POS/MCG/00017,CHETAN PATIL,VIVIAN PINTO,,,,,,,,18-Jun-19,21-May-19
6803002998,03-Aug-19,Out Of Warranty,BIS_BB,BISH0819023,IPCA LABS,Pithampur,AMD,CR19000111,CHETAN PATIL,VIVIAN PINTO,Nikhil Patel,BUNTY KUNDAPUR,30-Aug-19,DO1990000118,,NA,NA,19-Jun-19,04-Jun-19
6803002999,20-Jun-19,Out Of Warranty,1BPO C++,CISH0619006,SPIRIT PHARMA,USA,USA,6110324189,CHETAN PATIL,VIVIAN PINTO,BHARAT,Jairaj,22-Jun-19,DO1990000044,,NA,NA,15-May-19,23-Apr-19
6803003000,22-Jun-19,Out Of Warranty,1BPO C++,CISH0619007,SPIRIT PH. (PAM,USA,USA,6110325685,CHETAN PATIL,VIVIAN PINTO,BHARAT,Jairaj,22-Jun-19,DO1990000045,,NA,NA,19-Jun-19,14-Jun-19
6803003006,24-Jun-19,Out Of Warranty,CPIR XL,VFSH0619003,ALEMBIC,VADODARA,AMD,4200031336,YOGENDRA,Akshay/Chetan,Bharat Rathod,Jairaj,24-Jun-19,DO1990000046,,NA,NA,24-Jun-19,23-May-19
6803003006,25-Jun-19,Out Of Warranty,CPIR XL,VFSH0619004,ALEMBIC,VADODARA,AMD,4200031336,YOGENDRA,Akshay,Rupesh,Jairaj,27-Jun-19,DO1990000058,,NA,NA,24-Jun-19,23-May-19
6803003006,02-Aug-19,Out Of Warranty,LIS,VFPH0819002,ALEMBIC,VADODARA,AMD,4200031336,YOGENDRA P,CHETAN JADHAV,Nikhil Patel,BUNTY KUNDAPUR,19-Dec-19,DO1990000233,,NA,NA,24-Jun-19,23-May-19
6803003006,02-Aug-19,Out Of Warranty,LIS,VFPH0819001,ALEMBIC,VADODARA,AMD,4200031336,YOGENDRA P,CHETAN JADHAV,Nikhil Patel,Bunty Kundapur,16-Sep-19,DO1990000133,,NA,NA,24-Jun-19,23-May-19
6803003006,21-Aug-19,Out Of Warranty,PALLET  KIOSK,VFTH0819007,ALEMBIC,VADODARA,AMD,4200031336,YOGENDRA P,CHETAN JADHAV,Nikhil Patel,BUNTY,12-Dec-19,DO1990000233,,NA,NA,24-Jun-19,23-May-19
6803003006,22-Aug-19,Out Of Warranty,KIOSK SBC,VFTH0819010,ALEMBIC,VADODARA,AMD,4200031336,YOGENDRA P,CHETAN JADHAV,Nikhil Patel,BUNTY KUNDAPUR,16-Sep-19,DO1990000133,,NA,NA,24-Jun-19,23-May-19
6803003006,22-Aug-19,Out Of Warranty,KIOSK SBC,VFTH0819009,ALEMBIC,VADODARA,AMD,4200031336,YOGENDRA P,CHETAN JADHAV,Nikhil Patel,BUNTY KUNDAPUR,16-Sep-19,DO1990000133,,NA,NA,24-Jun-19,23-May-19
6803003006,22-Aug-19,Out Of Warranty,KIOSK PALLET,VFTH0819008,ALEMBIC,VADODARA,AMD,4200031336,YOGENDRA P,CHETAN JADHAV,Nikhil Patel,BUNTY,19-Dec-19,DO1990000233,,NA,NA,24-Jun-19,23-May-19
6803003007,05-Aug-19,Out Of Warranty,BIS_BL,BISH0819024,RECKITT BENCKIS,BADDI,North,4500933311,CHETAN PATIL,VIVIAN PINTO,Rupesh,BUNTY KUNDAPUR,30-Jul-20,DO1990000117,,NA,NA,25-Jun-19,13-Aug-19
